vacant_days,reserved_days,occupancy,rate_avg,photos_count,superhost,latitude,longitude,guests,bedrooms,beds,baths,min_nights,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,Hotel_Occupancy_Percentage,Average_Daily_Rate,Revenue_Per_Available_Room,is_winter,is_spring,is_summer,is_fall,num_public_holidays,num_major_events,non_resident_visitors,month,is_april,is_august,is_february,is_july,is_june,is_march,is_may,is_november,is_october,is_september,has_free_parking,has_gym,has_pool,listing_type_Entire condo,listing_type_Entire condominium,listing_type_Entire guest suite,listing_type_Entire guesthouse,listing_type_Entire home,listing_type_Entire house,listing_type_Entire loft,listing_type_Entire place,listing_type_Entire rental unit,listing_type_Entire townhouse,listing_type_Private room,listing_type_Private room in bungalow,listing_type_Private room in condo,listing_type_Private room in cottage,listing_type_Private room in guest suite,listing_type_Private room in guesthouse,listing_type_Private room in home,listing_type_Private room in loft,listing_type_Private room in rental unit,listing_type_Private room in townhouse,room_type_private_room,cancellation_policy_Flexible,cancellation_policy_Limited,cancellation_policy_Moderate,cancellation_policy_Strict,cancellation_policy_Super Strict 30 Days,avg_temp
31,0,0.0,678.0,117,1,43.6607,-79.411,8,5,5,2.5,3,140,0,161,4.94,4.9,5.0,4.9,4.9,5.0,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
30,0,0.0,639.6,117,1,43.6607,-79.411,8,5,5,2.5,3,140,0,161,4.94,4.9,5.0,4.9,4.9,5.0,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
31,0,0.0,644.2,117,1,43.6607,-79.411,8,5,5,2.5,3,140,0,161,4.94,4.9,5.0,4.9,4.9,5.0,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
24,4,0.143,55.5,27,1,43.6601,-79.4091,1,1,1,0.0,1,0,0,417,4.71,4.8,4.8,4.5,4.9,4.9,4.7,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-3.925
7,24,0.774,50.8,27,1,43.6601,-79.4091,1,1,1,0.0,1,0,0,417,4.71,4.8,4.8,4.5,4.9,4.9,4.7,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.7699999999999998
17,13,0.433,51.7,27,1,43.6601,-79.4091,1,1,1,0.0,1,0,0,417,4.71,4.8,4.8,4.5,4.9,4.9,4.7,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,7.04
18,13,0.419,54.6,27,1,43.6601,-79.4091,1,1,1,0.0,1,0,0,417,4.71,4.8,4.8,4.5,4.9,4.9,4.7,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,13.889999999999999
5,25,0.833,88.5,27,1,43.6601,-79.4091,1,1,1,0.0,1,0,0,417,4.71,4.8,4.8,4.5,4.9,4.9,4.7,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,19.47
11,20,0.645,80.1,27,1,43.6601,-79.4091,1,1,1,0.0,1,0,0,417,4.71,4.8,4.8,4.5,4.9,4.9,4.7,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,22.215
7,24,0.774,97.3,27,1,43.6601,-79.4091,1,1,1,0.0,1,0,0,417,4.71,4.8,4.8,4.5,4.9,4.9,4.7,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,21.435000000000002
7,23,0.767,99.5,27,1,43.6601,-79.4091,1,1,1,0.0,1,0,0,417,4.71,4.8,4.8,4.5,4.9,4.9,4.7,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,17.47
9,22,0.71,102.2,27,1,43.6601,-79.4091,1,1,1,0.0,1,0,0,417,4.71,4.8,4.8,4.5,4.9,4.9,4.7,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,10.535
22,8,0.267,76.8,27,1,43.6601,-79.4091,1,1,1,0.0,1,0,0,417,4.71,4.8,4.8,4.5,4.9,4.9,4.7,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.164999999999999
20,11,0.355,71.2,27,1,43.6601,-79.4091,1,1,1,0.0,1,0,0,417,4.71,4.8,4.8,4.5,4.9,4.9,4.7,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-1.11
28,0,0.0,461.6,36,0,43.6839,-79.3525,8,3,5,2.0,4,0,0,20,4.8,5.0,5.0,4.8,5.0,5.0,5.0,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
31,0,0.0,466.8,36,0,43.6839,-79.3525,8,3,5,2.0,4,0,0,20,4.8,5.0,5.0,4.8,5.0,5.0,5.0,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
30,0,0.0,492.6,36,0,43.6839,-79.3525,8,3,5,2.0,4,0,0,20,4.8,5.0,5.0,4.8,5.0,5.0,5.0,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
18,13,0.419,455.1,36,0,43.6839,-79.3525,8,3,5,2.0,4,0,0,20,4.8,5.0,5.0,4.8,5.0,5.0,5.0,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
17,13,0.433,355.5,36,0,43.6839,-79.3525,8,3,5,2.0,4,0,0,20,4.8,5.0,5.0,4.8,5.0,5.0,5.0,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
12,19,0.613,308.5,36,0,43.6839,-79.3525,8,3,5,2.0,4,0,0,20,4.8,5.0,5.0,4.8,5.0,5.0,5.0,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
3,28,0.903,337.7,36,0,43.6839,-79.3525,8,3,5,2.0,4,0,0,20,4.8,5.0,5.0,4.8,5.0,5.0,5.0,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
21,9,0.3,399.0,36,0,43.6839,-79.3525,8,3,5,2.0,4,0,0,20,4.8,5.0,5.0,4.8,5.0,5.0,5.0,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
31,0,0.0,420.3,36,0,43.6839,-79.3525,8,3,5,2.0,4,0,0,20,4.8,5.0,5.0,4.8,5.0,5.0,5.0,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
30,0,0.0,431.5,36,0,43.6839,-79.3525,8,3,5,2.0,4,0,0,20,4.8,5.0,5.0,4.8,5.0,5.0,5.0,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
31,0,0.0,424.8,36,0,43.6839,-79.3525,8,3,5,2.0,4,0,0,20,4.8,5.0,5.0,4.8,5.0,5.0,5.0,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
28,0,0.0,126.7,27,1,43.6465,-79.4255,2,1,1,1.0,28,0,0,48,4.83,4.8,5.0,4.8,5.0,5.0,4.7,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
13,18,0.581,136.4,27,1,43.6465,-79.4255,2,1,1,1.0,28,0,0,48,4.83,4.8,5.0,4.8,5.0,5.0,4.7,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
3,27,0.9,151.6,27,1,43.6465,-79.4255,2,1,1,1.0,28,0,0,48,4.83,4.8,5.0,4.8,5.0,5.0,4.7,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
24,7,0.226,127.2,27,1,43.6465,-79.4255,2,1,1,1.0,28,0,0,48,4.83,4.8,5.0,4.8,5.0,5.0,4.7,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
30,0,0.0,111.9,27,1,43.6465,-79.4255,2,1,1,1.0,28,0,0,48,4.83,4.8,5.0,4.8,5.0,5.0,4.7,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
31,0,0.0,97.9,27,1,43.6465,-79.4255,2,1,1,1.0,28,0,0,48,4.83,4.8,5.0,4.8,5.0,5.0,4.7,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
31,0,0.0,89.8,27,1,43.6465,-79.4255,2,1,1,1.0,28,0,0,48,4.83,4.8,5.0,4.8,5.0,5.0,4.7,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
30,0,0.0,83.9,27,1,43.6465,-79.4255,2,1,1,1.0,28,0,0,48,4.83,4.8,5.0,4.8,5.0,5.0,4.7,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
30,1,0.032,63.8,27,1,43.6465,-79.4255,2,1,1,1.0,28,0,0,48,4.83,4.8,5.0,4.8,5.0,5.0,4.7,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
28,2,0.067,69.1,27,1,43.6465,-79.4255,2,1,1,1.0,28,0,0,48,4.83,4.8,5.0,4.8,5.0,5.0,4.7,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
31,0,0.0,60.1,27,1,43.6465,-79.4255,2,1,1,1.0,28,0,0,48,4.83,4.8,5.0,4.8,5.0,5.0,4.7,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
5,23,0.821,49.8,81,0,43.6886,-79.4009,1,1,1,2.0,28,0,0,57,4.98,5.0,5.0,4.8,5.0,4.9,4.9,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-3.925
24,7,0.226,54.0,81,0,43.6886,-79.4009,1,1,1,2.0,28,0,0,57,4.98,5.0,5.0,4.8,5.0,4.9,4.9,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.7699999999999998
30,0,0.0,59.9,81,0,43.6886,-79.4009,1,1,1,2.0,28,0,0,57,4.98,5.0,5.0,4.8,5.0,4.9,4.9,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.04
31,0,0.0,63.7,81,0,43.6886,-79.4009,1,1,1,2.0,28,0,0,57,4.98,5.0,5.0,4.8,5.0,4.9,4.9,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,13.889999999999999
30,0,0.0,61.9,81,0,43.6886,-79.4009,1,1,1,2.0,28,0,0,57,4.98,5.0,5.0,4.8,5.0,4.9,4.9,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,19.47
31,0,0.0,60.9,81,0,43.6886,-79.4009,1,1,1,2.0,28,0,0,57,4.98,5.0,5.0,4.8,5.0,4.9,4.9,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,22.215
31,0,0.0,53.7,81,0,43.6886,-79.4009,1,1,1,2.0,28,0,0,57,4.98,5.0,5.0,4.8,5.0,4.9,4.9,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,21.435000000000002
30,0,0.0,55.6,81,0,43.6886,-79.4009,1,1,1,2.0,28,0,0,57,4.98,5.0,5.0,4.8,5.0,4.9,4.9,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,17.47
31,0,0.0,55.9,81,0,43.6886,-79.4009,1,1,1,2.0,28,0,0,57,4.98,5.0,5.0,4.8,5.0,4.9,4.9,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,10.535
30,0,0.0,54.8,81,0,43.6886,-79.4009,1,1,1,2.0,28,0,0,57,4.98,5.0,5.0,4.8,5.0,4.9,4.9,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4.164999999999999
31,0,0.0,51.5,81,0,43.6886,-79.4009,1,1,1,2.0,28,0,0,57,4.98,5.0,5.0,4.8,5.0,4.9,4.9,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-1.11
24,4,0.143,67.6,11,1,43.7199,-79.4011,1,1,1,0.0,1,28,7,231,4.84,4.9,5.0,4.9,4.9,4.9,4.7,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-3.925
26,5,0.161,66.7,11,1,43.7199,-79.4011,1,1,1,0.0,1,28,7,231,4.84,4.9,5.0,4.9,4.9,4.9,4.7,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7699999999999998
25,5,0.167,66.3,11,1,43.7199,-79.4011,1,1,1,0.0,1,28,7,231,4.84,4.9,5.0,4.9,4.9,4.9,4.7,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.04
14,17,0.548,71.0,11,1,43.7199,-79.4011,1,1,1,0.0,1,28,7,231,4.84,4.9,5.0,4.9,4.9,4.9,4.7,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.889999999999999
20,10,0.333,76.5,11,1,43.7199,-79.4011,1,1,1,0.0,1,28,7,231,4.84,4.9,5.0,4.9,4.9,4.9,4.7,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19.47
12,19,0.613,71.0,11,1,43.7199,-79.4011,1,1,1,0.0,1,28,7,231,4.84,4.9,5.0,4.9,4.9,4.9,4.7,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,22.215
11,20,0.645,76.7,11,1,43.7199,-79.4011,1,1,1,0.0,1,28,7,231,4.84,4.9,5.0,4.9,4.9,4.9,4.7,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,21.435000000000002
4,26,0.867,93.2,11,1,43.7199,-79.4011,1,1,1,0.0,1,28,7,231,4.84,4.9,5.0,4.9,4.9,4.9,4.7,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17.47
12,19,0.613,77.8,11,1,43.7199,-79.4011,1,1,1,0.0,1,28,7,231,4.84,4.9,5.0,4.9,4.9,4.9,4.7,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.535
22,8,0.267,77.0,11,1,43.7199,-79.4011,1,1,1,0.0,1,28,7,231,4.84,4.9,5.0,4.9,4.9,4.9,4.7,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.164999999999999
20,11,0.355,79.2,11,1,43.7199,-79.4011,1,1,1,0.0,1,28,7,231,4.84,4.9,5.0,4.9,4.9,4.9,4.7,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.11
24,4,0.143,77.6,20,1,43.667,-79.4063,2,1,1,1.0,28,0,0,42,4.74,4.8,4.9,4.3,4.9,5.0,4.7,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
0,31,1.0,73.8,20,1,43.667,-79.4063,2,1,1,1.0,28,0,0,42,4.74,4.8,4.9,4.3,4.9,5.0,4.7,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
11,19,0.633,74.5,20,1,43.667,-79.4063,2,1,1,1.0,28,0,0,42,4.74,4.8,4.9,4.3,4.9,5.0,4.7,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
0,31,1.0,71.5,20,1,43.667,-79.4063,2,1,1,1.0,28,0,0,42,4.74,4.8,4.9,4.3,4.9,5.0,4.7,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
0,30,1.0,77.7,20,1,43.667,-79.4063,2,1,1,1.0,28,0,0,42,4.74,4.8,4.9,4.3,4.9,5.0,4.7,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
24,7,0.226,78.1,20,1,43.667,-79.4063,2,1,1,1.0,28,0,0,42,4.74,4.8,4.9,4.3,4.9,5.0,4.7,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
0,31,1.0,83.4,20,1,43.667,-79.4063,2,1,1,1.0,28,0,0,42,4.74,4.8,4.9,4.3,4.9,5.0,4.7,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
0,30,1.0,80.5,20,1,43.667,-79.4063,2,1,1,1.0,28,0,0,42,4.74,4.8,4.9,4.3,4.9,5.0,4.7,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
1,30,0.968,81.4,20,1,43.667,-79.4063,2,1,1,1.0,28,0,0,42,4.74,4.8,4.9,4.3,4.9,5.0,4.7,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
30,0,0.0,78.8,20,1,43.667,-79.4063,2,1,1,1.0,28,0,0,42,4.74,4.8,4.9,4.3,4.9,5.0,4.7,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
31,0,0.0,84.2,20,1,43.667,-79.4063,2,1,1,1.0,28,0,0,42,4.74,4.8,4.9,4.3,4.9,5.0,4.7,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
10,18,0.643,137.9,33,1,43.6618,-79.3852,4,2,2,2.0,5,0,0,222,4.93,4.9,5.0,4.9,5.0,5.0,4.8,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
20,11,0.355,125.9,33,1,43.6618,-79.3852,4,2,2,2.0,5,0,0,222,4.93,4.9,5.0,4.9,5.0,5.0,4.8,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
